Version 3.14 Update - Professional Services and Supplies Charge Table,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Item Code,Code Type,Decription,Modifier,"Technical, Professional Indicator",Service Category Code,Primary/Bundled Indicator,Charge Type Indicator,Work Expense Units,Provider-Based Practice Expense Units,Non-Provider-Based Practice Expense Units,Total Expense Units, Anesthesia Base Units,Unit Charge,Base Charge,Unit Type,Facility Indicator,Outpatient Indicator,Inpatient Indicator,Skilled Nursing Facility Carveout,Freestanding Carve-out,Start Date,End Date
E0303,HCPCS,HOSP BED HVY DTY XTRA WIDE,RR,,28 ,,NW,,,,,,$438.64,$0.00,1,1,1,1,1,1,20140101,
E0303,HCPCS,HOSP BED HVY DTY XTRA WIDE,,,28 ,,NW,,,,,,"$4,213.77",$0.00,1,1,1,1,1,1,20140101,
E0304,HCPCS,HOSP BED XTRA HVY DTY X WIDE,RR,,28 ,,NW,,,,,,"$1,084.90",$0.00,1,1,1,1,1,1,20140101,
E0304,HCPCS,HOSP BED XTRA HVY DTY X WIDE,,,28 ,,NW,,,,,,"$10,421.99",$0.00,1,1,1,1,1,1,20140101,
E0305,HCPCS,RAILS BED SIDE HALF LENGTH,RR,,28 ,,NW,,,,,,$29.10,$0.00,1,1,1,1,1,1,20140101,
E0305,HCPCS,RAILS BED SIDE HALF LENGTH,UE,,28 ,,NW,,,,,,$207.87,$0.00,1,1,1,1,1,1,20140101,
E0305,HCPCS,RAILS BED SIDE HALF LENGTH,,,28 ,,NW,,,,,,$279.54,$0.00,1,1,1,1,1,1,20140101,
E0310,HCPCS,RAILS BED SIDE FULL LENGTH,NU,,28 ,,NW,,,,,,$286.49,$0.00,1,1,1,1,1,1,20140101,
E0310,HCPCS,RAILS BED SIDE FULL LENGTH,RR,,28 ,,NW,,,,,,$37.06,$0.00,1,1,1,1,1,1,20140101,
E0310,HCPCS,RAILS BED SIDE FULL LENGTH,UE,,28 ,,NW,,,,,,$227.28,$0.00,1,1,1,1,1,1,20140101,
E0310,HCPCS,RAILS BED SIDE FULL LENGTH,,,28 ,,NW,,,,,,$286.49,$0.00,1,1,1,1,1,1,20140101,
E0315,HCPCS,BED ACCESSORY BRD/TBL/SUPPRT,,,28 ,,NW,,,,,,$125.65,$0.00,1,1,1,1,1,1,20140101,
E0316,HCPCS,BED SAFETY ENCLOSURE,RR,,28 ,,NW,,,,,,$313.41,$0.00,1,1,1,1,1,1,20140101,
E0316,HCPCS,BED SAFETY ENCLOSURE,,,28 ,,NW,,,,,,"$3,010.78",$0.00,1,1,1,1,1,1,20140101,
E0325,HCPCS,URINAL MALE JUG-TYPE,NU,,28 ,,NW,,,,,,$24.20,$0.00,1,1,1,1,1,1,20140101,
E0325,HCPCS,URINAL MALE JUG-TYPE,RR,,28 ,,NW,,,,,,$5.17,$0.00,1,1,1,1,1,1,20140101,
E0325,HCPCS,URINAL MALE JUG-TYPE,UE,,28 ,,NW,,,,,,$19.24,$0.00,1,1,1,1,1,1,20140101,
E0325,HCPCS,URINAL MALE JUG-TYPE,,,28 ,,NW,,,,,,$24.20,$0.00,1,1,1,1,1,1,20140101,
E0326,HCPCS,URINAL FEMALE JUG-TYPE,NU,,28 ,,NW,,,,,,$25.51,$0.00,1,1,1,1,1,1,20140101,
E0326,HCPCS,URINAL FEMALE JUG-TYPE,RR,,28 ,,NW,,,,,,$4.17,$0.00,1,1,1,1,1,1,20140101,
E0326,HCPCS,URINAL FEMALE JUG-TYPE,UE,,28 ,,NW,,,,,,$21.38,$0.00,1,1,1,1,1,1,20140101,
E0326,HCPCS,URINAL FEMALE JUG-TYPE,,,28 ,,NW,,,,,,$25.51,$0.00,1,1,1,1,1,1,20140101,
E0328,HCPCS,"PED HOSPITAL BED, MANUAL",,,28 ,,NW,,,,,,$129.02,$0.00,1,1,1,1,1,1,20140101,
E0329,HCPCS,PED HOSPITAL BED SEMI/ELECT,,,28 ,,NW,,,,,,$584.56,$0.00,1,1,1,1,1,1,20140101,
E0352,HCPCS,DISPOSABLE PACK W/BOWEL SYST,,,28 ,,NW,,,,,,$69.14,$0.00,1,1,1,1,1,1,20140101,
E0370,HCPCS,AIR ELEVATOR FOR HEEL,,,28 ,,NW,,,,,,$56.18,$0.00,1,1,1,1,1,1,20140101,
E0371,HCPCS,NONPOWER MATTRESS OVERLAY,RR,,28 ,,NW,,,,,,$906.92,$0.00,1,1,1,1,1,1,20140101,
E0371,HCPCS,NONPOWER MATTRESS OVERLAY,,,28 ,,NW,,,,,,"$8,712.26",$0.00,1,1,1,1,1,1,20140101,
E0372,HCPCS,POWERED AIR MATTRESS OVERLAY,RR,,28 ,,NW,,,,,,"$1,107.84",$0.00,1,1,1,1,1,1,20140101,
E0372,HCPCS,POWERED AIR MATTRESS OVERLAY,,,28 ,,NW,,,,,,"$10,642.43",$0.00,1,1,1,1,1,1,20140101,
E0373,HCPCS,NONPOWERED PRESSURE MATTRESS,RR,,28 ,,NW,,,,,,"$1,270.44",$0.00,1,1,1,1,1,1,20140101,
E0373,HCPCS,NONPOWERED PRESSURE MATTRESS,,,28 ,,NW,,,,,,"$12,204.38",$0.00,1,1,1,1,1,1,20140101,
E0424,HCPCS,STATIONARY COMPRESSED GAS 02,RR,,28 ,,NW,,,,,,$564.10,$0.00,1,1,1,1,1,1,20140101,
E0424,HCPCS,STATIONARY COMPRESSED GAS 02,,,28 ,,NW,,,,,,"$5,418.96",$0.00,1,1,1,1,1,1,20140101,
E0425,HCPCS,GAS SYSTEM STATIONARY COMPRE,NU,,28 ,,NW,,,,,,"$12,912.44",$0.00,1,1,1,1,1,1,20140101,
E0425,HCPCS,GAS SYSTEM STATIONARY COMPRE,,,28 ,,NW,,,,,,"$12,912.44",$0.00,1,1,1,1,1,1,20140101,
E0430,HCPCS,OXYGEN SYSTEM GAS PORTABLE,NU,,28 ,,NW,,,,,,"$5,822.30",$0.00,1,1,1,1,1,1,20140101,
E0430,HCPCS,OXYGEN SYSTEM GAS PORTABLE,UE,,28 ,,NW,,,,,,"$4,355.00",$0.00,1,1,1,1,1,1,20140101,
E0430,HCPCS,OXYGEN SYSTEM GAS PORTABLE,,,28 ,,NW,,,,,,"$5,822.30",$0.00,1,1,1,1,1,1,20140101,
E0431,HCPCS,PORTABLE GASEOUS 02,RR,,28 ,,NW,,,,,,$56.61,$0.00,1,1,1,1,1,1,20140101,
E0431,HCPCS,PORTABLE GASEOUS 02,,,28 ,,NW,,,,,,$543.85,$0.00,1,1,1,1,1,1,20140101,
E0433,HCPCS,PORTABLE LIQUID OXYGEN SYS,RR,,28 ,,NW,,,,,,$132.07,$0.00,1,1,1,1,1,1,20140101,
E0433,HCPCS,PORTABLE LIQUID OXYGEN SYS,,,28 ,,NW,,,,,,"$1,268.73",$0.00,1,1,1,1,1,1,20140101,
E0434,HCPCS,PORTABLE LIQUID 02,RR,,28 ,,NW,,,,,,$56.61,$0.00,1,1,1,1,1,1,20140101,
E0434,HCPCS,PORTABLE LIQUID 02,,,28 ,,NW,,,,,,$543.85,$0.00,1,1,1,1,1,1,20140101,
E0435,HCPCS,OXYGEN SYSTEM LIQUID PORTABL,NU,,28 ,,NW,,,,,,"$3,988.57",$0.00,1,1,1,1,1,1,20140101,
E0435,HCPCS,OXYGEN SYSTEM LIQUID PORTABL,UE,,28 ,,NW,,,,,,"$2,980.88",$0.00,1,1,1,1,1,1,20140101,
E0435,HCPCS,OXYGEN SYSTEM LIQUID PORTABL,,,28 ,,NW,,,,,,"$3,988.57",$0.00,1,1,1,1,1,1,20140101,
E0439,HCPCS,STATIONARY LIQUID 02,RR,,28 ,,NW,,,,,,$564.10,$0.00,1,1,1,1,1,1,20140101,
E0439,HCPCS,STATIONARY LIQUID 02,,,28 ,,NW,,,,,,"$5,418.96",$0.00,1,1,1,1,1,1,20140101,
E0440,HCPCS,OXYGEN SYSTEM LIQUID STATION,NU,,28 ,,NW,,,,,,"$8,145.67",$0.00,1,1,1,1,1,1,20140101,
E0440,HCPCS,OXYGEN SYSTEM LIQUID STATION,UE,,28 ,,NW,,,,,,"$6,097.13",$0.00,1,1,1,1,1,1,20140101,
E0440,HCPCS,OXYGEN SYSTEM LIQUID STATION,,,28 ,,NW,,,,,,"$8,145.67",$0.00,1,1,1,1,1,1,20140101,
E0441,HCPCS,"STATIONARY O2 CONTENTS, GAS",,,28 ,,NW,,,,,,$220.79,$0.00,1,1,1,1,1,1,20140101,
E0442,HCPCS,"STATIONARY O2 CONTENTS, LIQ",,,28 ,,NW,,,,,,$220.79,$0.00,1,1,1,1,1,1,20140101,
E0443,HCPCS,"PORTABLE 02 CONTENTS, GAS",,,28 ,,NW,,,,,,$220.79,$0.00,1,1,1,1,1,1,20140101,
E0444,HCPCS,"PORTABLE 02 CONTENTS, LIQUID",,,28 ,,NW,,,,,,$220.79,$0.00,1,1,1,1,1,1,20140101,
E0445,HCPCS,OXIMETER NON-INVASIVE,,,28 ,,NW,,,,,,$262.32,$0.00,1,1,1,1,1,1,20140101,
E0446,HCPCS,"TOPICAL OX DELIVER SYS, NOS",,,28 ,,NW,,,,,,$700.78,$0.00,1,1,1,1,1,1,20140101,
E0450,HCPCS,VOL CONTROL VENT INVASIV INT,NU,,28 ,,NW,,,,,,"$24,021.25",$0.00,1,1,1,1,1,1,20140101,
E0450,HCPCS,VOL CONTROL VENT INVASIV INT,RR,,28 ,,NW,,,,,,"$2,264.85",$0.00,1,1,1,1,1,1,20140101,
E0450,HCPCS,VOL CONTROL VENT INVASIV INT,UE,,28 ,,NW,,,,,,"$18,007.02",$0.00,1,1,1,1,1,1,20140101,
E0450,HCPCS,VOL CONTROL VENT INVASIV INT,,,28 ,,NW,,,,,,"$24,021.25",$0.00,1,1,1,1,1,1,20140101,
E0455,HCPCS,OXYGEN TENT EXCL CROUP/PED T,,,28 ,,NW,,,,,,$39.90,$0.00,1,1,1,1,1,1,20140101,
E0457,HCPCS,CHEST SHELL,NU,,28 ,,NW,,,,,,"$1,519.48",$0.00,1,1,1,1,1,1,20140101,
E0457,HCPCS,CHEST SHELL,RR,,28 ,,NW,,,,,,$120.86,$0.00,1,1,1,1,1,1,20140101,
E0457,HCPCS,CHEST SHELL,UE,,28 ,,NW,,,,,,"$1,130.89",$0.00,1,1,1,1,1,1,20140101,
E0457,HCPCS,CHEST SHELL,,,28 ,,NW,,,,,,"$1,519.48",$0.00,1,1,1,1,1,1,20140101,
E0459,HCPCS,CHEST WRAP,NU,,28 ,,NW,,,,,,"$1,248.18",$0.00,1,1,1,1,1,1,20140101,
E0459,HCPCS,CHEST WRAP,RR,,28 ,,NW,,,,,,$89.77,$0.00,1,1,1,1,1,1,20140101,
E0459,HCPCS,CHEST WRAP,UE,,28 ,,NW,,,,,,$927.49,$0.00,1,1,1,1,1,1,20140101,
E0459,HCPCS,CHEST WRAP,,,28 ,,NW,,,,,,"$1,248.18",$0.00,1,1,1,1,1,1,20140101,
E0460,HCPCS,NEG PRESS VENT PORTABL/STATN,NU,,28 ,,NW,,,,,,"$18,453.57",$0.00,1,1,1,1,1,1,20140101,
E0460,HCPCS,NEG PRESS VENT PORTABL/STATN,RR,,28 ,,NW,,,,,,"$1,698.11",$0.00,1,1,1,1,1,1,20140101,
E0460,HCPCS,NEG PRESS VENT PORTABL/STATN,UE,,28 ,,NW,,,,,,"$13,831.54",$0.00,1,1,1,1,1,1,20140101,
E0460,HCPCS,NEG PRESS VENT PORTABL/STATN,,,28 ,,NW,,,,,,"$18,453.57",$0.00,1,1,1,1,1,1,20140101,
E0461,HCPCS,VOL CONTROL VENT NONINV INT,RR,,28 ,,NW,,,,,,"$2,264.85",$0.00,1,1,1,1,1,1,20140101,
E0461,HCPCS,VOL CONTROL VENT NONINV INT,,,28 ,,NW,,,,,,"$21,757.14",$0.00,1,1,1,1,1,1,20140101,
E0462,HCPCS,ROCKING BED W/ OR W/O SIDE R,NU,,28 ,,NW,,,,,,"$4,426.08",$0.00,1,1,1,1,1,1,20140101,
E0462,HCPCS,ROCKING BED W/ OR W/O SIDE R,RR,,28 ,,NW,,,,,,$476.85,$0.00,1,1,1,1,1,1,20140101,
E0462,HCPCS,ROCKING BED W/ OR W/O SIDE R,UE,,28 ,,NW,,,,,,"$3,327.84",$0.00,1,1,1,1,1,1,20140101,
E0462,HCPCS,ROCKING BED W/ OR W/O SIDE R,,,28 ,,NW,,,,,,"$4,426.08",$0.00,1,1,1,1,1,1,20140101,
E0463,HCPCS,PRESS SUPP VENT INVASIVE INT,RR,,28 ,,NW,,,,,,"$3,522.07",$0.00,1,1,1,1,1,1,20140101,
E0463,HCPCS,PRESS SUPP VENT INVASIVE INT,,,28 ,,NW,,,,,,"$33,834.47",$0.00,1,1,1,1,1,1,20140101,
E0464,HCPCS,PRESS SUPP VENT NONINV INT,RR,,28 ,,NW,,,,,,"$3,522.07",$0.00,1,1,1,1,1,1,20140101,
E0464,HCPCS,PRESS SUPP VENT NONINV INT,,,28 ,,NW,,,,,,"$33,834.47",$0.00,1,1,1,1,1,1,20140101,
E0470,HCPCS,RAD W/O BACKUP NON-INV INTFC,RR,,28 ,,NW,,,,,,$500.36,$0.00,1,1,1,1,1,1,20140101,
E0470,HCPCS,RAD W/O BACKUP NON-INV INTFC,,,28 ,,NW,,,,,,"$4,806.71",$0.00,1,1,1,1,1,1,20140101,
E0471,HCPCS,RAD W/BACKUP NON INV INTRFC,RR,,28 ,,NW,,,,,,"$1,282.35",$0.00,1,1,1,1,1,1,20140101,
E0471,HCPCS,RAD W/BACKUP NON INV INTRFC,,,28 ,,NW,,,,,,"$12,318.82",$0.00,1,1,1,1,1,1,20140101,
E0472,HCPCS,RAD W BACKUP INVASIVE INTRFC,RR,,28 ,,NW,,,,,,"$1,282.35",$0.00,1,1,1,1,1,1,20140101,
E0472,HCPCS,RAD W BACKUP INVASIVE INTRFC,,,28 ,,NW,,,,,,"$12,318.82",$0.00,1,1,1,1,1,1,20140101,
E0480,HCPCS,PERCUSSOR ELECT/PNEUM HOME M,NU,,28 ,,NW,,,,,,$901.56,$0.00,1,1,1,1,1,1,20140101,
E0480,HCPCS,PERCUSSOR ELECT/PNEUM HOME M,RR,,28 ,,NW,,,,,,$77.42,$0.00,1,1,1,1,1,1,20140101,
E0480,HCPCS,PERCUSSOR ELECT/PNEUM HOME M,UE,,28 ,,NW,,,,,,$560.37,$0.00,1,1,1,1,1,1,20140101,
E0480,HCPCS,PERCUSSOR ELECT/PNEUM HOME M,,,28 ,,NW,,,,,,$901.56,$0.00,1,1,1,1,1,1,20140101,
E0481,HCPCS,INTRPULMNRY PERCUSS VENT SYS,,,28 ,,NW,,,,,,$604.73,$0.00,1,1,1,1,1,1,20140101,
E0482,HCPCS,COUGH STIMULATING DEVICE,RR,,28 ,,NW,,,,,,"$1,021.88",$0.00,1,1,1,1,1,1,20140101,
E0482,HCPCS,COUGH STIMULATING DEVICE,,,28 ,,NW,,,,,,"$9,816.67",$0.00,1,1,1,1,1,1,20140101,
E0483,HCPCS,CHEST COMPRESSION GEN SYSTEM,RR,,28 ,,NW,,,,,,"$2,654.00",$0.00,1,1,1,1,1,1,20140101,
E0483,HCPCS,CHEST COMPRESSION GEN SYSTEM,,,28 ,,NW,,,,,,"$25,495.46",$0.00,1,1,1,1,1,1,20140101,
E0484,HCPCS,NON-ELEC OSCILLATORY PEP DVC,NU,,28 ,,NW,,,,,,$69.93,$0.00,1,1,1,1,1,1,20140101,
E0484,HCPCS,NON-ELEC OSCILLATORY PEP DVC,RR,,28 ,,NW,,,,,,$13.27,$0.00,1,1,1,1,1,1,20140101,
E0484,HCPCS,NON-ELEC OSCILLATORY PEP DVC,UE,,28 ,,NW,,,,,,$54.73,$0.00,1,1,1,1,1,1,20140101,
E0484,HCPCS,NON-ELEC OSCILLATORY PEP DVC,,,28 ,,NW,,,,,,$69.93,$0.00,1,1,1,1,1,1,20140101,
E0485,HCPCS,ORAL DEVICE/APPLIANCE PREFAB,NU,,28 ,,NW,,,,,,"$3,086.32",$0.00,1,1,1,1,1,1,20140101,
E0485,HCPCS,ORAL DEVICE/APPLIANCE PREFAB,RR,,28 ,,NW,,,,,,$337.77,$0.00,1,1,1,1,1,1,20140101,
E0485,HCPCS,ORAL DEVICE/APPLIANCE PREFAB,UE,,28 ,,NW,,,,,,"$2,324.20",$0.00,1,1,1,1,1,1,20140101,
E0485,HCPCS,ORAL DEVICE/APPLIANCE PREFAB,,,28 ,,NW,,,,,,"$3,086.32",$0.00,1,1,1,1,1,1,20140101,
E0486,HCPCS,ORAL DEVICE/APPLIANCE CUSFAB,NU,,28 ,,NW,,,,,,"$3,928.30",$0.00,1,1,1,1,1,1,20140101,
E0486,HCPCS,ORAL DEVICE/APPLIANCE CUSFAB,RR,,28 ,,NW,,,,,,$354.09,$0.00,1,1,1,1,1,1,20140101,
E0486,HCPCS,ORAL DEVICE/APPLIANCE CUSFAB,UE,,28 ,,NW,,,,,,"$2,436.51",$0.00,1,1,1,1,1,1,20140101,
E0486,HCPCS,ORAL DEVICE/APPLIANCE CUSFAB,,,28 ,,NW,,,,,,"$3,928.30",$0.00,1,1,1,1,1,1,20140101,
E0487,HCPCS,ELECTRONIC SPIROMETER,,,28 ,,NW,,,,,,$248.97,$0.00,1,1,1,1,1,1,20140101,
E0500,HCPCS,IPPB ALL TYPES,NU,,28 ,,NW,,,,,,"$2,732.31",$0.00,1,1,1,1,1,1,20140101,
E0500,HCPCS,IPPB ALL TYPES,RR,,28 ,,NW,,,,,,$234.54,$0.00,1,1,1,1,1,1,20140101,
E0500,HCPCS,IPPB ALL TYPES,UE,,28 ,,NW,,,,,,"$2,040.59",$0.00,1,1,1,1,1,1,20140101,
E0500,HCPCS,IPPB ALL TYPES,,,28 ,,NW,,,,,,"$2,732.31",$0.00,1,1,1,1,1,1,20140101,
E0550,HCPCS,HUMIDIF EXTENS SUPPLE W IPPB,NU,,28 ,,NW,,,,,,"$1,228.48",$0.00,1,1,1,1,1,1,20140101,
E0550,HCPCS,HUMIDIF EXTENS SUPPLE W IPPB,RR,,28 ,,NW,,,,,,$87.64,$0.00,1,1,1,1,1,1,20140101,
E0550,HCPCS,HUMIDIF EXTENS SUPPLE W IPPB,UE,,28 ,,NW,,,,,,$913.26,$0.00,1,1,1,1,1,1,20140101,
E0550,HCPCS,HUMIDIF EXTENS SUPPLE W IPPB,,,28 ,,NW,,,,,,"$1,228.48",$0.00,1,1,1,1,1,1,20140101,
E0555,HCPCS,HUMIDIFIER FOR USE W/ REGULA,NU,,28 ,,NW,,,,,,$4.49,$0.00,1,1,1,1,1,1,20140101,
E0555,HCPCS,HUMIDIFIER FOR USE W/ REGULA,RR,,28 ,,NW,,,,,,$0.46,$0.00,1,1,1,1,1,1,20140101,
E0555,HCPCS,HUMIDIFIER FOR USE W/ REGULA,UE,,28 ,,NW,,,,,,$4.14,$0.00,1,1,1,1,1,1,20140101,
E0555,HCPCS,HUMIDIFIER FOR USE W/ REGULA,,,28 ,,NW,,,,,,$4.49,$0.00,1,1,1,1,1,1,20140101,
E0560,HCPCS,HUMIDIFIER SUPPLEMENTAL W/ I,NU,,28 ,,NW,,,,,,$312.94,$0.00,1,1,1,1,1,1,20140101,
E0560,HCPCS,HUMIDIFIER SUPPLEMENTAL W/ I,RR,,28 ,,NW,,,,,,$36.23,$0.00,1,1,1,1,1,1,20140101,
E0560,HCPCS,HUMIDIFIER SUPPLEMENTAL W/ I,UE,,28 ,,NW,,,,,,$226.05,$0.00,1,1,1,1,1,1,20140101,
E0560,HCPCS,HUMIDIFIER SUPPLEMENTAL W/ I,,,28 ,,NW,,,,,,$312.94,$0.00,1,1,1,1,1,1,20140101,
E0561,HCPCS,HUMIDIFIER NONHEATED W PAP,NU,,28 ,,NW,,,,,,$198.74,$0.00,1,1,1,1,1,1,20140101,
E0561,HCPCS,HUMIDIFIER NONHEATED W PAP,RR,,28 ,,NW,,,,,,$24.21,$0.00,1,1,1,1,1,1,20140101,
E0561,HCPCS,HUMIDIFIER NONHEATED W PAP,UE,,28 ,,NW,,,,,,$140.42,$0.00,1,1,1,1,1,1,20140101,
E0561,HCPCS,HUMIDIFIER NONHEATED W PAP,,,28 ,,NW,,,,,,$198.74,$0.00,1,1,1,1,1,1,20140101,
E0562,HCPCS,HUMIDIFIER HEATED USED W PAP,NU,,28 ,,NW,,,,,,$622.01,$0.00,1,1,1,1,1,1,20140101,
E0562,HCPCS,HUMIDIFIER HEATED USED W PAP,RR,,28 ,,NW,,,,,,$51.82,$0.00,1,1,1,1,1,1,20140101,
E0562,HCPCS,HUMIDIFIER HEATED USED W PAP,UE,,28 ,,NW,,,,,,$457.85,$0.00,1,1,1,1,1,1,20140101,
E0562,HCPCS,HUMIDIFIER HEATED USED W PAP,,,28 ,,NW,,,,,,$622.01,$0.00,1,1,1,1,1,1,20140101,
E0565,HCPCS,COMPRESSOR AIR POWER SOURCE,NU,,28 ,,NW,,,,,,"$1,503.19",$0.00,1,1,1,1,1,1,20140101,
E0565,HCPCS,COMPRESSOR AIR POWER SOURCE,RR,,28 ,,NW,,,,,,$111.82,$0.00,1,1,1,1,1,1,20140101,
E0565,HCPCS,COMPRESSOR AIR POWER SOURCE,UE,,28 ,,NW,,,,,,"$1,119.03",$0.00,1,1,1,1,1,1,20140101,
E0565,HCPCS,COMPRESSOR AIR POWER SOURCE,,,28 ,,NW,,,,,,"$1,503.19",$0.00,1,1,1,1,1,1,20140101,
E0570,HCPCS,NEBULIZER WITH COMPRESSION,NU,,28 ,,NW,,,,,,$341.90,$0.00,1,1,1,1,1,1,20140101,
E0570,HCPCS,NEBULIZER WITH COMPRESSION,RR,,28 ,,NW,,,,,,$35.59,$0.00,1,1,1,1,1,1,20140101,
E0570,HCPCS,NEBULIZER WITH COMPRESSION,UE,,28 ,,NW,,,,,,$256.70,$0.00,1,1,1,1,1,1,20140101,
E0570,HCPCS,NEBULIZER WITH COMPRESSION,,,28 ,,NW,,,,,,$341.90,$0.00,1,1,1,1,1,1,20140101,
E0572,HCPCS,AEROSOL COMPRESSOR ADJUST PR,RR,,28 ,,NW,,,,,,$92.74,$0.00,1,1,1,1,1,1,20140101,
E0572,HCPCS,AEROSOL COMPRESSOR ADJUST PR,,,28 ,,NW,,,,,,$890.93,$0.00,1,1,1,1,1,1,20140101,
E0574,HCPCS,ULTRASONIC GENERATOR W SVNEB,RR,,28 ,,NW,,,,,,$100.62,$0.00,1,1,1,1,1,1,20140101,
E0574,HCPCS,ULTRASONIC GENERATOR W SVNEB,,,28 ,,NW,,,,,,$966.56,$0.00,1,1,1,1,1,1,20140101,
E0575,HCPCS,NEBULIZER ULTRASONIC,NU,,28 ,,NW,,,,,,"$2,556.09",$0.00,1,1,1,1,1,1,20140101,
E0575,HCPCS,NEBULIZER ULTRASONIC,RR,,28 ,,NW,,,,,,$215.95,$0.00,1,1,1,1,1,1,20140101,
E0575,HCPCS,NEBULIZER ULTRASONIC,UE,,28 ,,NW,,,,,,"$1,908.16",$0.00,1,1,1,1,1,1,20140101,
E0575,HCPCS,NEBULIZER ULTRASONIC,,,28 ,,NW,,,,,,"$2,556.09",$0.00,1,1,1,1,1,1,20140101,
E0580,HCPCS,NEBULIZER FOR USE W/ REGULAT,NU,,28 ,,NW,,,,,,$257.61,$0.00,1,1,1,1,1,1,20140101,
E0580,HCPCS,NEBULIZER FOR USE W/ REGULAT,RR,,28 ,,NW,,,,,,$28.07,$0.00,1,1,1,1,1,1,20140101,
E0580,HCPCS,NEBULIZER FOR USE W/ REGULAT,UE,,28 ,,NW,,,,,,$184.53,$0.00,1,1,1,1,1,1,20140101,
E0580,HCPCS,NEBULIZER FOR USE W/ REGULAT,,,28 ,,NW,,,,,,$257.61,$0.00,1,1,1,1,1,1,20140101,
E0585,HCPCS,NEBULIZER W/ COMPRESSOR & HE,NU,,28 ,,NW,,,,,,$849.78,$0.00,1,1,1,1,1,1,20140101,
E0585,HCPCS,NEBULIZER W/ COMPRESSOR & HE,RR,,28 ,,NW,,,,,,$64.22,$0.00,1,1,1,1,1,1,20140101,
E0585,HCPCS,NEBULIZER W/ COMPRESSOR & HE,UE,,28 ,,NW,,,,,,$628.70,$0.00,1,1,1,1,1,1,20140101,
E0585,HCPCS,NEBULIZER W/ COMPRESSOR & HE,,,28 ,,NW,,,,,,$849.78,$0.00,1,1,1,1,1,1,20140101,
E0600,HCPCS,SUCTION PUMP PORTAB HOM MODL,NU,,28 ,,NW,,,,,,"$1,119.03",$0.00,1,1,1,1,1,1,20140101,
E0600,HCPCS,SUCTION PUMP PORTAB HOM MODL,RR,,28 ,,NW,,,,,,$81.24,$0.00,1,1,1,1,1,1,20140101,
E0600,HCPCS,SUCTION PUMP PORTAB HOM MODL,UE,,28 ,,NW,,,,,,$831.18,$0.00,1,1,1,1,1,1,20140101,
E0600,HCPCS,SUCTION PUMP PORTAB HOM MODL,,,28 ,,NW,,,,,,"$1,119.03",$0.00,1,1,1,1,1,1,20140101,
E0601,HCPCS,CONT AIRWAY PRESSURE DEVICE,NU,,28 ,,NW,,,,,,"$2,391.92",$0.00,1,1,1,1,1,1,20140101,
E0601,HCPCS,CONT AIRWAY PRESSURE DEVICE,RR,,28 ,,NW,,,,,,$196.72,$0.00,1,1,1,1,1,1,20140101,
E0601,HCPCS,CONT AIRWAY PRESSURE DEVICE,UE,,28 ,,NW,,,,,,"$1,785.57",$0.00,1,1,1,1,1,1,20140101,
E0601,HCPCS,CONT AIRWAY PRESSURE DEVICE,,,28 ,,NW,,,,,,"$2,391.92",$0.00,1,1,1,1,1,1,20140101,
E0602,HCPCS,MANUAL BREAST PUMP,NU,,28 ,,NW,,,,,,$57.71,$0.00,1,1,1,1,1,1,20140101,
E0602,HCPCS,MANUAL BREAST PUMP,RR,,28 ,,NW,,,,,,$10.68,$0.00,1,1,1,1,1,1,20140101,
E0602,HCPCS,MANUAL BREAST PUMP,UE,,28 ,,NW,,,,,,$45.55,$0.00,1,1,1,1,1,1,20140101,
E0602,HCPCS,MANUAL BREAST PUMP,,,28 ,,NW,,,,,,$57.71,$0.00,1,1,1,1,1,1,20140101,
E0603,HCPCS,ELECTRIC BREAST PUMP,NU,,28 ,,NW,,,,,,$177.77,$0.00,1,1,1,1,1,1,20140101,
E0603,HCPCS,ELECTRIC BREAST PUMP,RR,,28 ,,NW,,,,,,$55.42,$0.00,1,1,1,1,1,1,20140101,
E0603,HCPCS,ELECTRIC BREAST PUMP,UE,,28 ,,NW,,,,,,$135.08,$0.00,1,1,1,1,1,1,20140101,
E0603,HCPCS,ELECTRIC BREAST PUMP,,,28 ,,NW,,,,,,$177.77,$0.00,1,1,1,1,1,1,20140101,
E0604,HCPCS,HOSP GRADE ELEC BREAST PUMP,NU,,28 ,,NW,,,,,,$575.07,$0.00,1,1,1,1,1,1,20140101,
E0604,HCPCS,HOSP GRADE ELEC BREAST PUMP,RR,,28 ,,NW,,,,,,$199.66,$0.00,1,1,1,1,1,1,20140101,
E0604,HCPCS,HOSP GRADE ELEC BREAST PUMP,UE,,28 ,,NW,,,,,,$422.93,$0.00,1,1,1,1,1,1,20140101,
E0604,HCPCS,HOSP GRADE ELEC BREAST PUMP,,,28 ,,NW,,,,,,$575.07,$0.00,1,1,1,1,1,1,20140101,
E0605,HCPCS,VAPORIZER ROOM TYPE,NU,,28 ,,NW,,,,,,$52.13,$0.00,1,1,1,1,1,1,20140101,
E0605,HCPCS,VAPORIZER ROOM TYPE,RR,,28 ,,NW,,,,,,$11.53,$0.00,1,1,1,1,1,1,20140101,
E0605,HCPCS,VAPORIZER ROOM TYPE,UE,,28 ,,NW,,,,,,$43.67,$0.00,1,1,1,1,1,1,20140101,
